,memberID,date,amount
6972,L101708,2022-09-18,1177
6973,L103096,2022-09-18,274
6974,L101007,2022-09-18,1454
6975,L102784,2022-09-18,698
6976,L102788,2022-09-19,1052
6977,L101346,2022-09-19,1508
6978,L100079,2022-09-19,646
6979,L101924,2022-09-19,401
6980,L101392,2022-09-19,389
6981,L101892,2022-09-19,1052
6982,L102294,2022-09-19,287
6983,L103418,2022-09-19,1428
6984,L102296,2022-09-19,190
6985,L103043,2022-09-19,577
6986,L101294,2022-09-19,729
6987,L100999,2022-09-19,698
6988,L100990,2022-09-19,136
6989,L102271,2022-09-19,1195
6990,L101863,2022-09-19,1174
6991,L102108,2022-09-19,403
6992,L101330,2022-09-19,1446
6993,L101096,2022-09-19,702
6994,L103037,2022-09-19,243
6995,L101862,2022-09-20,685
6996,L100104,2022-09-20,205
6997,L101363,2022-09-20,535
6998,L103140,2022-09-20,789
6999,L103120,2022-09-20,678
7000,L102114,2022-09-20,1107
7001,L102286,2022-09-20,1102
7002,L101017,2022-09-20,763
7003,L100412,2022-09-20,1158
7004,L101339,2022-09-20,876
7005,L102566,2022-09-20,1048
7006,L101113,2022-09-20,1463
7007,L100475,2022-09-20,1097
7008,L102553,2022-09-20,1734
7009,L101633,2022-09-20,430
7010,L100725,2022-09-20,1194
7011,L101323,2022-09-20,763
7012,L100706,2022-09-20,978
7013,L101667,2022-09-20,1062
7014,L103135,2022-09-20,546
7015,L101067,2022-09-20,575
7016,L101269,2022-09-20,780
7017,L100339,2022-09-20,1265
7018,L100415,2022-09-20,1776
7019,L103221,2022-09-20,84
7020,L101658,2022-09-20,958
7021,L101641,2022-09-20,614
7022,L100149,2022-09-20,767
7023,L100418,2022-09-20,1368
7025,L103147,2022-09-21,887
7026,L101304,2022-09-21,1230
7027,L101635,2022-09-21,502
7028,L101882,2022-09-21,1310
7029,L101645,2022-09-21,928
7030,L103414,2022-09-21,849
7031,L103376,2022-09-21,1115
7032,L100702,2022-09-21,589
7033,L101069,2022-09-21,992
7034,L100750,2022-09-21,46
7035,L100077,2022-09-21,972
7036,L100752,2022-09-21,640
7037,L103072,2022-09-21,1057
7038,L103438,2022-09-21,1037
7039,L102728,2022-09-21,470
7040,L102766,2022-09-21,631
7041,L102142,2022-09-21,200
7042,L102105,2022-09-21,815
7043,L101941,2022-09-21,1076
7044,L100342,2022-09-21,532
7045,L100395,2022-09-21,688
7046,L103403,2022-09-21,1244
7047,L103406,2022-09-22,737
7048,L101630,2022-09-22,669
7049,L100394,2022-09-22,1254
7050,L101347,2022-09-22,1299
7051,L101345,2022-09-22,1306
7052,L103156,2022-09-22,1067
7053,L101952,2022-09-22,1333
7054,L100754,2022-09-22,740
7055,L101643,2022-09-22,1272
7056,L102274,2022-09-22,809
7057,L100448,2022-09-22,1245
7058,L100434,2022-09-22,990
7059,L102730,2022-09-22,738
7060,L100101,2022-09-22,413
7061,L100975,2022-09-22,730
7062,L102550,2022-09-22,1029
7063,L100731,2022-09-22,1391
7064,L102765,2022-09-22,785
7065,L101958,2022-09-22,129
7066,L101364,2022-09-22,1223
7067,L102254,2022-09-23,774
7068,L101011,2022-09-23,553
7069,L101663,2022-09-23,1238
7070,L100373,2022-09-23,1252
7071,L100737,2022-09-23,922
7072,L101904,2022-09-23,1067
7073,L100463,2022-09-23,1959
7074,L101372,2022-09-23,741
7075,L100410,2022-09-23,1203
7076,L100695,2022-09-23,1001
7077,L101660,2022-09-23,815
7079,L103091,2022-09-23,1014
7080,L101903,2022-09-23,171
7081,L100166,2022-09-23,157
7082,L100128,2022-09-23,1197
7083,L100482,2022-09-23,191
7084,L101415,2022-09-23,677
7085,L101263,2022-09-23,1074
7086,L103049,2022-09-24,465
7087,L103108,2022-09-24,558
7088,L101064,2022-09-24,1017
7089,L103061,2022-09-24,742
7090,L101887,2022-09-24,168
7091,L101732,2022-09-24,930
7092,L100386,2022-09-24,1689
7093,L103026,2022-09-24,884
7094,L100749,2022-09-24,878
7095,L101599,2022-09-24,671
7096,L100075,2022-09-24,821
7097,L101075,2022-09-24,1066
7098,L100709,2022-09-24,546
7099,L101925,2022-09-24,1160
7100,L103147,2022-09-24,827
7101,L103410,2022-09-24,1056
7102,L101379,2022-09-24,989
7103,L101016,2022-09-24,459
7104,L103028,2022-09-24,819
7106,L100482,2022-09-24,381
7107,L100337,2022-09-25,1240
7108,L100440,2022-09-25,543
7109,L100449,2022-09-25,1304
7110,L101089,2022-09-25,351
7111,L101068,2022-09-25,1163
7112,L100431,2022-09-25,533
7113,L101024,2022-09-25,1113
7114,L101331,2022-09-25,1633
7115,L101911,2022-09-25,939
7117,L100367,2022-09-25,98
7118,L102785,2022-09-25,632
7119,L103404,2022-09-25,577
7120,L102544,2022-09-25,844
7121,L100702,2022-09-25,540
7122,L101327,2022-09-25,923
7123,L100420,2022-09-25,464
7124,L101425,2022-09-25,895
7125,L101053,2022-09-25,352
7126,L101107,2022-09-25,1377
7127,L101057,2022-09-25,651
7128,L101154,2022-09-25,788
7129,L100369,2022-09-25,521
7130,L102739,2022-09-25,523
7131,L103066,2022-09-25,486
7132,L102750,2022-09-25,1041
7133,L101624,2022-09-25,1273
7134,L101444,2022-09-25,510
7135,L100713,2022-09-25,462
7136,L100519,2022-09-25,919
7137,L101900,2022-09-25,1003
7138,L101337,2022-09-25,86
7139,L100724,2022-09-25,462
7140,L101064,2022-09-25,859
7141,L102775,2022-09-25,779
7142,L101264,2022-09-25,654
7143,L100339,2022-09-26,1316
7144,L102784,2022-09-26,647
7145,L101886,2022-09-26,773
7146,L100343,2022-09-26,2203
7147,L103425,2022-09-26,527
7148,L102287,2022-09-26,1146
7149,L101890,2022-09-26,1519
7150,L103026,2022-09-26,782
7151,L101913,2022-09-26,1365
7152,L101044,2022-09-26,169
7153,L103103,2022-09-26,911
7154,L102754,2022-09-26,1252
7155,L103107,2022-09-26,354
7156,L103102,2022-09-26,1066
7157,L103205,2022-09-26,1073
7158,L101622,2022-09-26,942
7159,L100993,2022-09-26,1831
7160,L103450,2022-09-26,984
7161,L100338,2022-09-26,1656
7162,L101314,2022-09-26,994
7163,L100443,2022-09-26,328
7164,L100386,2022-09-26,1451
7165,L102270,2022-09-26,1078
7166,L101021,2022-09-26,515
7167,L101307,2022-09-26,1232
7168,L100431,2022-09-26,680
7169,L100410,2022-09-27,1347
7170,L101065,2022-09-27,729
7171,L103107,2022-09-27,280
7172,L103109,2022-09-27,440
7173,L101270,2022-09-27,1128
7174,L100489,2022-09-27,280
7175,L103089,2022-09-27,1471
7176,L101340,2022-09-27,273
7177,L101702,2022-09-27,1573
7178,L103146,2022-09-27,724
7179,L101359,2022-09-27,976
7180,L103099,2022-09-27,683
7181,L100157,2022-09-27,849
7182,L103176,2022-09-27,1643
7183,L102588,2022-09-27,778
7184,L101070,2022-09-27,1636
7185,L103437,2022-09-27,1171
7186,L100704,2022-09-27,677
7187,L102257,2022-09-27,323
7188,L100746,2022-09-27,854
7189,L101269,2022-09-27,535
7190,L100100,2022-09-27,1087
7191,L103391,2022-09-27,942
7192,L101025,2022-09-27,792
7193,L103195,2022-09-27,862
7194,L101296,2022-09-27,1018
7195,L101284,2022-09-27,1152
7196,L101644,2022-09-28,878
7197,L102774,2022-09-28,611
7198,L103037,2022-09-28,262
7199,L102731,2022-09-28,1407
7200,L100392,2022-09-28,453
7201,L101669,2022-09-28,1048
7202,L101915,2022-09-28,1042
7203,L103406,2022-09-28,460
7204,L101281,2022-09-28,1012
7205,L103451,2022-09-28,1484
7206,L101045,2022-09-28,847
7207,L101013,2022-09-28,187
7208,L101365,2022-09-28,1071
7209,L102095,2022-09-28,1153
7210,L100372,2022-09-28,1208
7211,L103419,2022-09-28,1168
7212,L101263,2022-09-28,1141
7213,L103166,2022-09-28,685
7214,L101855,2022-09-28,1131
7215,L100100,2022-09-28,1113
7216,L100364,2022-09-28,901
7217,L102320,2022-09-28,710
7218,L102298,2022-09-28,1157
7219,L100389,2022-09-28,648
7220,L103048,2022-09-28,396
7221,L101626,2022-09-28,711
7222,L101910,2022-09-28,546
7223,L101286,2022-09-28,773
7224,L102544,2022-09-28,724
7225,L102122,2022-09-28,775
7226,L100138,2022-09-28,627
7227,L103404,2022-09-29,483
7228,L100444,2022-09-29,1225
7229,L102289,2022-09-29,1105
7230,L102261,2022-09-29,581
7231,L102100,2022-09-29,1059
7232,L101069,2022-09-29,826
7233,L101598,2022-09-29,709
7234,L100148,2022-09-29,611
7235,L101600,2022-09-29,1578
7236,L103416,2022-09-29,945
7237,L103199,2022-09-29,1316
7238,L103112,2022-09-29,1234
7239,L102093,2022-09-29,995
7240,L100440,2022-09-29,555
7241,L101955,2022-09-29,1329
7242,L101420,2022-09-29,1724
7243,L103030,2022-09-29,981
7244,L101282,2022-09-29,732
7245,L102765,2022-09-29,689
7246,L102757,2022-09-29,1059
7247,L103152,2022-09-29,1425
7248,L102763,2022-09-30,938
7249,L100123,2022-09-30,881
7250,L100077,2022-09-30,707
7251,L100087,2022-09-30,526
7252,L100118,2022-09-30,440
7253,L100408,2022-09-30,702
7254,L100133,2022-09-30,374
7255,L100157,2022-09-30,986
7256,L101602,2022-09-30,1392
7257,L100494,2022-09-30,562
7258,L102578,2022-09-30,961
7259,L100138,2022-09-30,314
7260,L100998,2022-09-30,910
7261,L101015,2022-09-30,658
7262,L100353,2022-09-30,821
7263,L101014,2022-09-30,521
7264,L102122,2022-09-30,823
7265,L101934,2022-09-30,696
7266,L100076,2022-09-30,630
7267,L100492,2022-09-30,1597
7269,L101921,2022-09-30,962
7270,L102321,2022-09-30,904
7271,L100410,2022-09-30,1215
7272,L102139,2022-09-30,429
7273,L101065,2022-09-30,950
7274,L102133,2022-09-30,1714
7275,L102726,2022-09-30,491
7276,L100073,2022-09-30,383
7277,L101629,2022-09-30,1119
7278,L101318,2022-10-01,406
7279,L100445,2022-10-01,193
7280,L101899,2022-10-01,251
7281,L102565,2022-10-01,1198
7282,L100162,2022-10-01,1168
7283,L101046,2022-10-01,865
7284,L101300,2022-10-01,1092
7285,L100754,2022-10-01,839
7286,L103099,2022-10-01,501
7287,L103115,2022-10-01,264
7288,L101610,2022-10-01,641
7289,L101859,2022-10-01,697
7290,L100739,2022-10-01,1784
7291,L101023,2022-10-01,880
7292,L102253,2022-10-01,1645
7293,L101313,2022-10-01,1913
7294,L101024,2022-10-01,1007
7295,L103136,2022-10-01,513
7296,L100406,2022-10-01,723
7297,L100493,2022-10-01,829
7298,L101310,2022-10-01,597
7299,L101947,2022-10-01,825
7300,L103109,2022-10-01,584
7301,L103398,2022-10-01,884
7302,L100387,2022-10-01,770
7303,L100507,2022-10-01,506
7304,L100373,2022-10-01,1226
7305,L101285,2022-10-01,1101
7306,L102589,2022-10-01,783
7307,L103376,2022-10-01,1434
7308,L101315,2022-10-01,1403
7309,L103013,2022-10-02,1339
7310,L103012,2022-10-02,607
7311,L102715,2022-10-02,1103
7312,L100300,2022-10-02,705
7313,L101260,2022-10-02,1101
7314,L103011,2022-10-02,1053
7315,L103010,2022-10-02,1096
7316,L102529,2022-10-02,133
7317,L101346,2022-10-02,1544
7318,L100951,2022-10-02,1804
7319,L100047,2022-10-02,350
7320,L101259,2022-10-02,1033
7322,L100952,2022-10-02,514
7323,L102729,2022-10-02,1316
7324,L101826,2022-10-02,1143
7325,L101562,2022-10-02,1404
7326,L100939,2022-10-02,877
7327,L101561,2022-10-02,1047
7328,L100044,2022-10-02,1216
7329,L103005,2022-10-02,1635
7330,L101560,2022-10-02,1030
7331,L103006,2022-10-02,455
7332,L101831,2022-10-02,794
7333,L101559,2022-10-02,1324
7334,L101558,2022-10-02,1217
7335,L101830,2022-10-02,886
7336,L101261,2022-10-02,1506
7337,L100045,2022-10-02,398
7338,L101829,2022-10-02,961
7339,L101828,2022-10-02,687
7340,L103007,2022-10-02,727
7341,L100692,2022-10-02,464
7342,L100950,2022-10-02,1158
7343,L103008,2022-10-02,637
7344,L102525,2022-10-02,1102
7345,L102526,2022-10-02,953
7346,L102527,2022-10-02,604
7347,L101827,2022-10-02,863
7348,L100302,2022-10-02,440
7349,L100693,2022-10-02,1077
7350,L103375,2022-10-02,1231
7351,L100046,2022-10-02,1029
7352,L103009,2022-10-02,873
7353,L100301,2022-10-02,1477
7354,L100309,2022-10-02,1054
7355,L100048,2022-10-02,1282
7356,L102531,2022-10-02,56
7357,L101258,2022-10-02,811
7358,L102981,2022-10-02,503
7359,L102982,2022-10-02,509
7360,L102983,2022-10-02,602
7361,L100954,2022-10-02,132
7362,L101971,2022-10-02,515
7363,L102984,2022-10-02,1055
7364,L102985,2022-10-02,443
7365,L102986,2022-10-02,1170
7366,L102987,2022-10-02,953
7367,L102988,2022-10-02,639
7368,L102989,2022-10-02,530
7369,L102990,2022-10-02,1138
7370,L102991,2022-10-02,975
7371,L102992,2022-10-02,1311
7372,L102993,2022-10-02,720
7373,L102980,2022-10-02,726
7374,L100663,2022-10-02,1377
7375,L102979,2022-10-02,1187
7376,L100374,2022-10-02,1274
7377,L103148,2022-10-02,1596
7378,L102969,2022-10-02,801
7379,L100664,2022-10-02,796
7380,L100429,2022-10-02,423
7381,L102970,2022-10-02,364
7382,L102971,2022-10-02,918
7383,L102972,2022-10-02,902
7384,L102973,2022-10-02,544
7385,L102974,2022-10-02,1418
7386,L100975,2022-10-02,722
7387,L102975,2022-10-02,465
7388,L102976,2022-10-02,941
7389,L102977,2022-10-02,1222
7390,L100955,2022-10-02,329
7391,L100056,2022-10-02,1206
7392,L102978,2022-10-02,639
7393,L102530,2022-10-02,1796
7394,L102994,2022-10-02,567
7395,L102996,2022-10-02,998
7396,L100953,2022-10-02,1015
7397,L102533,2022-10-02,1293
7398,L102532,2022-10-02,2035
7399,L100043,2022-10-02,1688
7400,L103015,2022-10-02,1379
7401,L100051,2022-10-02,427
7402,L101824,2022-10-02,1575
7403,L102714,2022-10-02,724
7404,L100299,2022-10-02,1478
7405,L100389,2022-10-02,638
7406,L100662,2022-10-02,1055
7407,L103014,2022-10-02,860
7408,L101825,2022-10-02,300
7409,L100050,2022-10-02,1633
7410,L100049,2022-10-02,1088
7411,L100678,2022-10-02,456
7412,L102995,2022-10-02,669
7413,L103016,2022-10-02,1119
7414,L102534,2022-10-02,2292
7415,L100055,2022-10-02,1329
7416,L101257,2022-10-02,884
7417,L103018,2022-10-02,697
7418,L102539,2022-10-02,926
7419,L100296,2022-10-02,542
7420,L100054,2022-10-02,632
7421,L101823,2022-10-02,511
7422,L100297,2022-10-02,606
7423,L102538,2022-10-02,826
7424,L102537,2022-10-02,726
7425,L102536,2022-10-02,461
7426,L100053,2022-10-02,1066
7427,L102535,2022-10-02,933
7428,L103017,2022-10-02,670
7429,L100298,2022-10-02,1584
7430,L100052,2022-10-02,1639
7431,L101563,2022-10-02,1204
7432,L101572,2022-10-02,1011
7433,L101564,2022-10-02,998
7434,L101236,2022-10-02,784
7435,L101237,2022-10-02,663
7436,L101850,2022-10-02,518
7437,L101293,2022-10-02,1577
7438,L100681,2022-10-02,2011
7439,L100306,2022-10-02,395
7440,L101849,2022-10-02,761
7441,L100307,2022-10-02,418
7442,L102997,2022-10-02,793
7443,L102724,2022-10-02,475
7444,L100944,2022-10-02,826
7445,L102083,2022-10-02,1735
7446,L100308,2022-10-02,331
7447,L101860,2022-10-02,620
7448,L101238,2022-10-02,907
7449,L100685,2022-10-02,427
7450,L101614,2022-10-02,694
7451,L101235,2022-10-02,975
7452,L102081,2022-10-02,803
7453,L101604,2022-10-02,740
7454,L100945,2022-10-02,783
7455,L101843,2022-10-02,577
7456,L101844,2022-10-02,1255
7457,L100658,2022-10-02,1104
7458,L101845,2022-10-02,735
7459,L101846,2022-10-02,1148
7460,L101232,2022-10-02,2170
7461,L101233,2022-10-02,1192
7462,L102082,2022-10-02,749
7463,L101234,2022-10-02,955
7464,L101847,2022-10-02,741
7465,L101848,2022-10-02,759
7466,L103074,2022-10-02,839
7467,L101239,2022-10-02,328
7468,L101851,2022-10-02,668
7469,L101289,2022-10-02,554
7470,L101240,2022-10-02,422
7471,L100943,2022-10-02,1160
7472,L103370,2022-10-02,1296
7473,L101244,2022-10-02,1257
7474,L100683,2022-10-02,1221
7475,L103000,2022-10-02,904
7476,L102721,2022-10-02,673
7477,L100310,2022-10-02,228
7478,L100942,2022-10-02,1319
7479,L102720,2022-10-02,737
7480,L103001,2022-10-02,347
7481,L103002,2022-10-02,1063
7482,L103371,2022-10-02,1490
7483,L102089,2022-10-02,500
7484,L102087,2022-10-02,1406
7485,L102088,2022-10-02,282
7486,L101023,2022-10-02,873
7487,L102080,2022-10-02,520
7488,L100311,2022-10-02,832
7489,L102086,2022-10-02,698
7490,L101018,2022-10-02,1216
7491,L101241,2022-10-02,859
7492,L102084,2022-10-02,1824
7493,L100094,2022-10-02,984
7494,L101852,2022-10-02,1032
7495,L102085,2022-10-02,263
7496,L102723,2022-10-02,767
7497,L101242,2022-10-02,1316
7498,L101245,2022-10-02,1080
7499,L102998,2022-10-02,981
7500,L101853,2022-10-02,624
7501,L102999,2022-10-02,1348
7502,L101243,2022-10-02,1300
7503,L103003,2022-10-02,799
7504,L100684,2022-10-02,944
7505,L102722,2022-10-02,1267
7506,L102079,2022-10-02,351
7507,L101842,2022-10-02,1031
7508,L102719,2022-10-02,1146
7509,L102075,2022-10-02,577
7510,L101575,2022-10-02,696
7511,L100304,2022-10-02,492
7512,L101576,2022-10-02,1442
7513,L101577,2022-10-02,576
7514,L100941,2022-10-02,1484
7515,L101578,2022-10-02,1212
7516,L102076,2022-10-02,827
7517,L101579,2022-10-02,1227
7518,L100682,2022-10-02,1357
7519,L101580,2022-10-02,1144
7520,L100949,2022-10-02,1010
7521,L101581,2022-10-02,555
7522,L103374,2022-10-02,925
7523,L102077,2022-10-02,1459
7524,L101574,2022-10-02,1303
7525,L101582,2022-10-02,414
7526,L101573,2022-10-02,2225
7527,L101834,2022-10-02,1755
7528,L100691,2022-10-02,1134
7529,L100661,2022-10-02,350
7530,L101565,2022-10-02,559
7531,L101566,2022-10-02,809
7532,L101833,2022-10-02,399
7533,L100303,2022-10-02,1798
7534,L102716,2022-10-02,1170
7535,L102717,2022-10-02,222
7536,L101567,2022-10-02,17
7537,L101568,2022-10-02,1287
7538,L101569,2022-10-02,1283
7539,L101570,2022-10-02,1357
7540,L101571,2022-10-02,1240
7541,L102968,2022-10-02,804
7542,L100940,2022-10-02,758
7543,L103004,2022-10-02,722
7544,L101832,2022-10-02,673
7545,L103373,2022-10-02,1323
7546,L100679,2022-10-02,1227
7547,L101590,2022-10-02,1689
7548,L100687,2022-10-02,1032
7549,L101591,2022-10-02,774
7550,L102718,2022-10-02,371
7551,L101592,2022-10-02,1066
7552,L100946,2022-10-02,346
7553,L101246,2022-10-02,626
7554,L100660,2022-10-02,445
7555,L100305,2022-10-02,576
7556,L101840,2022-10-02,917
7557,L102078,2022-10-02,631
7558,L100680,2022-10-02,1530
7559,L101841,2022-10-02,687
7560,L100659,2022-10-02,1054
7561,L100686,2022-10-02,2096
7562,L101589,2022-10-02,942
7563,L101835,2022-10-02,823
7564,L100947,2022-10-02,798
7565,L101587,2022-10-02,665
7566,L103083,2022-10-02,728
7567,L100690,2022-10-02,2228
7568,L100689,2022-10-02,689
7569,L101583,2022-10-02,1465
7570,L101584,2022-10-02,1614
7571,L101836,2022-10-02,757
7572,L101247,2022-10-02,1060
7573,L101837,2022-10-02,500
7574,L101585,2022-10-02,300
7575,L100948,2022-10-02,552
7576,L101838,2022-10-02,1849
7577,L101586,2022-10-02,377
7578,L101839,2022-10-02,1153
7579,L100688,2022-10-02,1024
7580,L103372,2022-10-02,1589
7581,L101588,2022-10-02,1139
7582,L103369,2022-10-02,1343
7583,L102528,2022-10-02,304
7584,L100329,2022-10-02,305
7585,L100060,2022-10-02,699
7586,L100294,2022-10-02,683
7587,L100328,2022-10-02,742
7588,L103367,2022-10-02,858
7589,L101251,2022-10-02,1204
7590,L100359,2022-10-02,283
7591,L100674,2022-10-02,585
7592,L100670,2022-10-02,893
7593,L101252,2022-10-02,1581
7594,L100956,2022-10-02,350
7595,L102709,2022-10-02,368
7596,L103362,2022-10-02,571
7597,L100327,2022-10-02,678
7598,L103361,2022-10-02,97
7599,L102238,2022-10-02,852
7600,L100326,2022-10-02,1214
7601,L102285,2022-10-02,1192
7602,L100965,2022-10-02,1147
7603,L100064,2022-10-02,607
7604,L100964,2022-10-02,620
7605,L100962,2022-10-02,301
7606,L100330,2022-10-02,1182
7607,L100668,2022-10-02,561
7608,L100968,2022-10-02,518
7609,L100314,2022-10-02,1200
7610,L100411,2022-10-02,1067
7611,L102278,2022-10-02,626
7612,L102237,2022-10-02,878
7613,L100673,2022-10-02,645
7614,L100966,2022-10-02,1399
7615,L102235,2022-10-02,232
7616,L101254,2022-10-02,979
7617,L100963,2022-10-02,867
7618,L100315,2022-10-02,1297
7619,L102236,2022-10-02,1228
7620,L100669,2022-10-02,1673
7621,L100319,2022-10-02,1238
7622,L100069,2022-10-02,1099
7623,L102239,2022-10-02,712
7624,L103360,2022-10-02,1246
7625,L100067,2022-10-02,803
7626,L100321,2022-10-02,658
7627,L100066,2022-10-02,2143
7628,L102712,2022-10-02,1112
7629,L101253,2022-10-02,509
7630,L102244,2022-10-02,961
7631,L100317,2022-10-02,414
7632,L102243,2022-10-02,468
7633,L102706,2022-10-02,658
7634,L100058,2022-10-02,751
7635,L103368,2022-10-02,529
7636,L100320,2022-10-02,925
7637,L100070,2022-10-02,1076
7638,L101249,2022-10-02,948
7639,L100344,2022-10-02,626
7640,L100675,2022-10-02,602
7641,L100318,2022-10-02,714
7642,L100325,2022-10-02,774
7643,L102242,2022-10-02,776
7644,L100969,2022-10-02,229
7645,L100961,2022-10-02,774
7646,L100324,2022-10-02,680
7647,L100065,2022-10-02,733
7648,L100958,2022-10-02,1029
7649,L102240,2022-10-02,120
7650,L102710,2022-10-02,868
7651,L102241,2022-10-02,856
7652,L103359,2022-10-02,773
7653,L100323,2022-10-02,716
7654,L100957,2022-10-02,749
7655,L102713,2022-10-02,594
7656,L100322,2022-10-02,1085
7657,L100293,2022-10-02,883
7658,L100316,2022-10-02,653
7659,L100059,2022-10-02,2033
7660,L100676,2022-10-02,951
7661,L102711,2022-10-02,761
7662,L102708,2022-10-02,905
7664,L102234,2022-10-02,568
7665,L102264,2022-10-02,1133
7666,L102231,2022-10-02,721
7667,L101011,2022-10-02,862
7668,L102230,2022-10-02,763
7669,L101250,2022-10-02,422
7670,L100665,2022-10-02,464
7671,L100967,2022-10-02,1315
7672,L100672,2022-10-02,403
7673,L103363,2022-10-02,1098
7674,L103366,2022-10-02,794
7675,L102963,2022-10-02,777
7676,L100333,2022-10-02,613
7677,L100971,2022-10-02,928
7678,L101256,2022-10-02,966
7679,L100332,2022-10-02,1001
7680,L100063,2022-10-02,669
7681,L102964,2022-10-02,1203
7682,L100331,2022-10-02,910
7683,L101248,2022-10-02,722
7684,L103365,2022-10-02,1230
7685,L102965,2022-10-02,1471
7686,L100671,2022-10-02,170
7687,L102229,2022-10-02,1211
7688,L100313,2022-10-02,201
7689,L100295,2022-10-02,597
7690,L101255,2022-10-02,24
7691,L100312,2022-10-02,766
7692,L103358,2022-10-02,1226
7693,L103364,2022-10-02,1107
7694,L100666,2022-10-02,718
7695,L102962,2022-10-02,645
7696,L102705,2022-10-02,1022
7697,L102233,2022-10-02,1160
7698,L102707,2022-10-02,517
7699,L100960,2022-10-02,317
7700,L100062,2022-10-02,1104
7701,L102598,2022-10-02,1097
7702,L100677,2022-10-02,1130
7703,L100667,2022-10-02,1148
7704,L100959,2022-10-02,1046
7705,L102967,2022-10-02,755
7706,L100057,2022-10-02,712
7707,L102232,2022-10-02,1118
7708,L102966,2022-10-02,577
7709,L100068,2022-10-02,1040
7710,L100061,2022-10-02,930
7711,L100334,2022-10-02,576
7712,L101010,2022-10-02,1342
7713,L100335,2022-10-02,1400
7714,L103163,2022-10-03,692
7715,L102102,2022-10-03,680
7716,L103404,2022-10-03,427
7717,L100718,2022-10-03,1010
7718,L100752,2022-10-03,718
7719,L102748,2022-10-03,1912
7720,L100682,2022-10-03,1292
7721,L101320,2022-10-03,438
7722,L100966,2022-10-03,1296
7723,L101063,2022-10-03,895
7724,L103034,2022-10-03,968
7725,L100449,2022-10-03,1012
7726,L103120,2022-10-03,538
7727,L101244,2022-10-03,1235
7728,L102262,2022-10-03,1050
7729,L101892,2022-10-03,986
7730,L101940,2022-10-03,1175
7731,L100412,2022-10-03,1137
7732,L103449,2022-10-03,701
7733,L100405,2022-10-03,541
7734,L100985,2022-10-03,1170
7735,L100742,2022-10-03,857
7736,L101399,2022-10-03,1559
7737,L100136,2022-10-03,1071
7738,L100423,2022-10-03,468
7739,L100348,2022-10-03,690
7740,L100076,2022-10-03,761
7741,L100312,2022-10-03,663
7742,L103159,2022-10-03,1184
7743,L101036,2022-10-03,1482
7744,L103412,2022-10-03,1185
7745,L103418,2022-10-03,1516
7746,L101633,2022-10-03,364
7747,L100427,2022-10-03,962
7748,L102111,2022-10-03,808
7749,L102585,2022-10-03,1254
7750,L101380,2022-10-03,850
7751,L102128,2022-10-04,1130
7752,L100119,2022-10-04,1026
7754,L103049,2022-10-04,383
7755,L102280,2022-10-04,776
7756,L103359,2022-10-04,846
7757,L101238,2022-10-04,893
7758,L100420,2022-10-04,746
7759,L103407,2022-10-04,450
7760,L101569,2022-10-04,1235
7761,L100116,2022-10-04,1053
7762,L100674,2022-10-04,604
7763,L102122,2022-10-04,773
7764,L102120,2022-10-04,1644
7765,L103070,2022-10-04,1255
7766,L101002,2022-10-04,927
7767,L101593,2022-10-04,1543
7768,L100070,2022-10-04,766
7769,L102793,2022-10-04,1121
7770,L101066,2022-10-04,839
7771,L101043,2022-10-04,922
7773,L102113,2022-10-04,693
7774,L100081,2022-10-04,501
7775,L102251,2022-10-04,320
7776,L101399,2022-10-04,1486
7777,L102760,2022-10-04,1376
7778,L100109,2022-10-04,1114
7779,L103064,2022-10-04,804
7780,L100368,2022-10-04,1818
7781,L101657,2022-10-04,1805
7782,L103109,2022-10-04,591
7783,L102086,2022-10-04,757
7784,L101360,2022-10-04,40
7785,L101092,2022-10-04,876
7786,L102605,2022-10-04,1056
7787,L102084,2022-10-04,1727
7788,L103419,2022-10-04,1333
7789,L103098,2022-10-04,897
7790,L101664,2022-10-04,765
7791,L100488,2022-10-04,805
7792,L101352,2022-10-04,511
7793,L102968,2022-10-04,877
7794,L101242,2022-10-04,1022
7795,L101270,2022-10-04,1174
7796,L101970,2022-10-04,1385
7797,L103019,2022-10-05,712
7798,L100725,2022-10-05,1074
7799,L101617,2022-10-05,985
7800,L103431,2022-10-05,968
7801,L100960,2022-10-05,297
7802,L100462,2022-10-05,1268
7803,L102324,2022-10-05,519
7804,L100386,2022-10-05,1450
7805,L100106,2022-10-05,663
7806,L100315,2022-10-05,1007
7807,L100468,2022-10-05,1246
7808,L100721,2022-10-05,817
7809,L103032,2022-10-05,901
7810,L101910,2022-10-05,907
7811,L101353,2022-10-05,699
7812,L102727,2022-10-05,683
7813,L101030,2022-10-05,651
7814,L103377,2022-10-05,1291
7815,L100729,2022-10-05,1464
7816,L100368,2022-10-05,1846
7817,L100953,2022-10-05,1040
7818,L100322,2022-10-05,821
7819,L101048,2022-10-05,586
7820,L102967,2022-10-05,526
7821,L100097,2022-10-05,1090
7822,L101091,2022-10-05,1492
7823,L100122,2022-10-05,1385
7824,L102973,2022-10-05,713
7825,L100407,2022-10-05,1197
7826,L102286,2022-10-05,1325
7827,L101290,2022-10-05,351
7828,L102271,2022-10-05,1258
7829,L103414,2022-10-05,775
7830,L101667,2022-10-05,934
7831,L100488,2022-10-05,1039
7832,L103020,2022-10-05,1071
7833,L101891,2022-10-05,799
